date,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Temperature,Fall_detection
"24/1/2023, 15:13:39",0,-12716,15936,-235,-37,0,0,4
"24/1/2023, 15:13:40",736,-10428,0,-263,-11,79,61.58,4
"24/1/2023, 15:13:41",316,-10636,32456,-461,0,46,30.84,4
"24/1/2023, 15:13:42",0,-10680,16200,0,-93,42,30.79,4
"24/1/2023, 15:13:43",696,-10724,16068,-796,-81,49,30.79,4
"24/1/2023, 15:13:44",0,0,15884,-447,-67,76,30.79,4
"24/1/2023, 15:13:45",380,-21584,15860,-194,-101,0,30.93,4
"24/1/2023, 15:13:46",264,0,0,0,0,23,0,0
"24/1/2023, 15:13:47",380,-776,19932,373,-119,108,30.74,0
"24/1/2023, 15:13:48",-412,-592,40844,-998,-77,102,61.53,0
"24/1/2023, 15:13:50",320,-280,20032,-482,-33,69,30.84,0
"24/1/2023, 15:13:51",436,-460,20064,-480,-36,37,30.84,0
"24/1/2023, 15:13:52",172,-256,20016,-462,-100,66,30.79,0
"24/1/2023, 15:13:53",384,-516,20096,-490,-59,300,30.79,0
"24/1/2023, 15:13:54",-8448,-7324,18948,-4508,-3051,231,30.84,4
"24/1/2023, 15:13:55",256,-10516,16200,648,-62,64,30.93,4
"24/1/2023, 15:13:56",348,-10344,16504,-657,-113,127,30.79,4
"24/1/2023, 15:13:57",208,-10336,16364,-456,-31,65,30.88,4
"24/1/2023, 15:13:58",364,-10460,16272,-117,-88,51,30.79,4
"24/1/2023, 15:13:59",264,-10388,16228,-235,-83,53,30.88,4
"24/1/2023, 15:14:00",260,-10384,16140,-458,-104,49,30.93,4
"24/1/2023, 15:14:01",304,-10548,16132,-168,-82,45,30.88,4
"24/1/2023, 15:14:02",228,-10412,16396,-561,-86,51,30.93,4
"24/1/2023, 15:14:03",332,-10244,16264,29,-55,59,30.93,4
"24/1/2023, 15:14:04",912,-1432,18924,1611,88,-47,30.84,0
"24/1/2023, 15:14:05",244,-188,20212,-485,3,68,30.84,0
"24/1/2023, 15:14:06",252,-420,20096,-475,-106,43,30.88,0
"24/1/2023, 15:14:07",164,-424,20112,-485,-111,39,30.84,0
"24/1/2023, 15:14:08",424,-336,20036,-492,-72,47,30.93,0
"24/1/2023, 15:14:09",384,-384,20004,-488,-23,42,30.98,0
"24/1/2023, 15:14:10",52,-392,19764,-471,-196,66,30.88,0
"24/1/2023, 15:14:11",-4,-5344,19504,-9030,-398,1375,30.93,4
"24/1/2023, 15:14:12",348,-10044,16564,-299,-30,56,30.93,4
"24/1/2023, 15:14:13",160,-10060,16624,12,-76,71,30.88,4
"24/1/2023, 15:14:14",332,-10088,16436,-383,-66,50,30.88,4
"24/1/2023, 15:14:15",164,-10092,16480,-486,-81,74,30.93,4
"24/1/2023, 15:14:16",332,-10120,16480,-451,-44,46,30.93,4
"24/1/2023, 15:14:17",212,-10348,16028,198,-36,39,30.98,4
"24/1/2023, 15:14:18",2812,-1232,15808,-311,1393,13,30.88,0
"24/1/2023, 15:14:19",396,-332,19768,-492,0,22,30.88,0
"24/1/2023, 15:14:20",404,-312,20000,-473,-150,72,30.98,0
"24/1/2023, 15:14:21",380,-352,19988,-502,-125,73,30.93,0
"24/1/2023, 15:14:22",424,-452,19852,-572,-182,19,30.88,0
"24/1/2023, 15:14:23",92,-232,20464,-543,-192,65,30.93,0
"24/1/2023, 15:14:24",492,-440,19892,-482,15,61,30.88,0
"24/1/2023, 15:14:25",-12,-340,20096,-502,-19,46,30.98,0
"24/1/2023, 15:14:26",164,-8960,17280,-2622,-298,401,30.93,4
"24/1/2023, 15:14:27",260,-10892,15836,-321,-56,72,31.02,4
"24/1/2023, 15:14:28",612,-10792,15728,-145,-47,42,30.98,4
"24/1/2023, 15:14:29",312,-10668,16092,-506,-73,44,30.98,4
"24/1/2023, 15:14:30",216,-10664,16316,-10,-88,-32,30.88,4
"24/1/2023, 15:14:31",200,-10568,16416,-585,-55,46,30.98,4
"24/1/2023, 15:14:32",300,-10080,16320,694,-99,68,30.98,4
"24/1/2023, 15:14:33",192,-612,19948,38,-74,-295,30.93,0
"24/1/2023, 15:14:34",324,-456,19960,-477,-109,53,31.02,0
"24/1/2023, 15:14:35",436,-508,19960,-466,47,52,30.93,0
"24/1/2023, 15:14:36",292,-4,19788,-471,8,41,31.02,0
"24/1/2023, 15:14:37",368,-288,20252,-478,-70,45,30.93,0
"24/1/2023, 15:14:38",332,-380,19884,-496,-34,54,31.02,0
"24/1/2023, 15:14:39",280,-348,20064,-482,-73,46,31.07,0
"24/1/2023, 15:14:40",892,-564,19788,-508,-18,59,30.98,0
"24/1/2023, 15:14:41",368,-460,20124,-502,-92,74,31.07,0
"24/1/2023, 15:14:42",384,-336,19964,-491,-90,69,30.98,0
"24/1/2023, 15:14:43",-228,-344,20096,-471,-251,77,31.07,0
"24/1/2023, 15:14:44",224,-388,20140,-471,-29,66,30.98,0
"24/1/2023, 15:14:45",416,-332,19896,-473,-38,80,31.02,0
"24/1/2023, 15:14:46",300,-316,19964,-477,-59,72,31.07,0
"24/1/2023, 15:14:47",240,-328,20216,-483,-73,61,31.07,0
"24/1/2023, 15:14:48",276,-312,20120,-497,-80,53,31.07,0
"24/1/2023, 15:14:49",496,-616,20100,-511,-125,64,30.98,0
"24/1/2023, 15:14:50",180,-448,20104,-455,-115,55,31.07,0
"24/1/2023, 15:14:51",108,-304,20112,-508,-133,45,31.02,0
"24/1/2023, 15:14:52",-84,-276,20288,-496,-94,59,31.17,0
"24/1/2023, 15:14:53",408,-280,20024,-469,-97,81,31.07,0
"24/1/2023, 15:14:54",760,-144,20028,-511,-68,32,31.07,0
"24/1/2023, 15:14:55",288,-304,19932,-466,-59,43,31.07,0
"24/1/2023, 15:14:56",260,-396,19996,-491,-70,35,31.07,0
"24/1/2023, 15:14:57",320,-376,19896,-482,-80,71,31.07,0
"24/1/2023, 15:14:58",388,-348,20024,-496,-43,77,31.17,0
"24/1/2023, 15:14:59",200,-348,20080,-487,-71,71,31.07,0
"25/1/2023, 5:49:53",312,-244,20280,-449,-51,62,25.99,0
"25/1/2023, 5:49:54",408,-184,20300,-449,-57,56,26.18,0
"25/1/2023, 5:49:55",440,-212,20160,-453,-59,67,26.08,0
"25/1/2023, 5:49:56",352,-120,20280,-444,-90,38,26.27,0
"25/1/2023, 5:49:57",152,-108,20348,-450,-90,61,26.37,0
"25/1/2023, 5:49:58",400,-216,20244,-461,-32,70,26.18,0
"25/1/2023, 5:49:59",316,-80,20184,-467,-64,71,26.27,0
"25/1/2023, 5:50:00",364,36,19976,-454,-48,72,26.27,0
"25/1/2023, 5:50:01",2712,-260,20188,-481,-3672,-82,26.32,1
"25/1/2023, 5:50:02",10392,-180,16908,-481,-968,49,26.27,1
"25/1/2023, 5:50:03",10740,-216,16544,-455,-311,55,26.46,1
"25/1/2023, 5:50:04",10796,-184,16436,-447,-235,61,26.46,1
"25/1/2023, 5:50:05",10776,-136,16360,-452,145,78,26.46,1
"25/1/2023, 5:50:06",10688,-252,16556,-453,60,51,26.37,1
"25/1/2023, 5:50:07",10796,-208,16484,-456,-47,82,26.41,1
"25/1/2023, 5:50:08",9112,-236,17380,-632,10706,85,26.32,1
"25/1/2023, 5:50:09",916,56,20276,-574,3084,-253,26.37,0
"25/1/2023, 5:50:10",424,-300,20212,-468,-32,39,26.51,0
"25/1/2023, 5:50:11",408,-120,20168,-455,-75,45,26.51,0
"25/1/2023, 5:50:12",704,-252,19948,-477,28,46,26.51,0
"25/1/2023, 5:50:13",412,-240,20284,-463,-65,37,26.46,0
"25/1/2023, 5:50:14",384,-184,20112,-472,-85,91,26.55,0
"25/1/2023, 5:50:15",388,-240,20104,-466,-69,32,26.55,0
"25/1/2023, 5:50:16",380,-100,20260,-444,-93,55,26.51,0
"25/1/2023, 5:50:17",1636,-164,20308,-651,-1153,73,26.65,0
"25/1/2023, 5:50:18",10516,-264,16640,-452,-2734,-45,26.55,1
"25/1/2023, 5:50:19",11104,-172,16140,-460,-220,74,26.46,1
"25/1/2023, 5:50:20",10808,-188,16428,-462,-149,76,26.51,1
"25/1/2023, 5:50:21",11176,-220,16048,-464,218,34,26.51,1
"25/1/2023, 5:50:22",11240,-96,16084,-466,-83,56,26.6,1
"25/1/2023, 5:50:24",22304,-444,32228,-921,38,141,53.15,1
"25/1/2023, 5:50:25",10828,-228,16340,-480,1564,95,26.65,1
"25/1/2023, 5:50:26",1108,-108,20300,-333,441,745,26.69,0
"25/1/2023, 5:50:27",1036,28,18864,-536,201,-5,26.69,0
"25/1/2023, 5:50:28",492,-184,20052,-460,-40,48,26.69,0
"25/1/2023, 5:50:29",260,-124,20212,-465,-74,66,26.69,0
"25/1/2023, 5:50:30",544,-116,20140,-460,-29,71,26.65,0
"25/1/2023, 5:50:31",-56,-112,20312,-489,-109,70,26.69,0
"25/1/2023, 5:50:32",360,-44,0,-460,-198,57,26.74,0
"25/1/2023, 5:50:33",1404,-200,39800,-450,264,37,26.79,0
"25/1/2023, 5:50:34",380,-156,20964,-316,532,-483,26.79,0
"25/1/2023, 5:50:35",10868,-376,16448,-232,-4463,0,26.79,1
"25/1/2023, 5:50:36",10480,-216,16736,-466,755,358,26.74,1
"25/1/2023, 5:50:37",10436,-176,0,-477,-366,49,26.84,1
"25/1/2023, 5:50:38",10428,-68,33600,-452,-120,78,26.79,1
"25/1/2023, 5:50:40",20784,-448,33544,-895,-246,126,53.67,1
"25/1/2023, 5:50:41",10508,-244,16608,-477,-239,56,26.84,1
"25/1/2023, 5:50:42",9668,-232,17236,-592,5021,0,26.74,1
"25/1/2023, 5:50:43",1520,-256,19964,-440,427,251,26.84,0
"25/1/2023, 5:50:44",464,-204,19960,-461,14,68,26.93,0
"25/1/2023, 5:50:45",316,28,20148,-491,-218,76,26.79,0
"25/1/2023, 5:50:46",392,-180,20172,-469,-52,49,26.93,0
"25/1/2023, 5:50:48",764,-368,40540,-902,-145,118,53.67,0
"25/1/2023, 5:50:49",916,-292,19980,-430,-2442,127,26.88,0
"25/1/2023, 5:50:50",8908,-336,17816,-335,-4881,126,26.84,1
"25/1/2023, 5:50:51",10644,-252,16528,-473,116,47,26.98,1
"25/1/2023, 5:50:53",10644,-372,33268,-908,-326,116,53.81,1
"25/1/2023, 5:50:54",21056,-172,16436,-471,-256,60,26.88,1
"25/1/2023, 5:50:56",21192,-404,32996,-926,-127,84,53.91,1
"25/1/2023, 5:50:57",0,0,0,0,0,69,0,1
"25/1/2023, 5:50:58",9676,-332,37900,-1136,6516,-2787,53.86,1
"25/1/2023, 5:50:59",548,-120,20128,-461,5834,45,26.98,0
"25/1/2023, 5:51:00",520,0,20060,-480,-14,64,0,0
"25/1/2023, 5:51:01",160,-196,20380,0,-197,41,53.95,0
"25/1/2023, 5:51:02",0,0,0,-472,0,0,0,0
"25/1/2023, 5:51:03",836,-368,40312,-916,-86,118,54.05,0
"25/1/2023, 5:51:04",1016,-84,20188,-394,951,2,26.98,0
"25/1/2023, 5:51:05",10144,-176,17024,0,807,85,27.02,1
"25/1/2023, 5:51:06",9644,-176,17336,-934,-332,55,26.98,1
"25/1/2023, 5:51:07",9880,-204,17100,-500,170,83,26.98,1
"25/1/2023, 5:51:08",10124,-216,17004,-449,-93,36,27.12,1
"25/1/2023, 5:51:09",10260,-204,16912,-484,-98,64,27.02,1
"25/1/2023, 5:51:10",10348,-212,16744,-471,-238,88,26.93,1
"25/1/2023, 5:51:12",15656,-760,36160,-1031,8429,155,54,1
"25/1/2023, 5:51:13",400,-168,19832,0,0,0,27.02,0
"25/1/2023, 5:51:17",408,-220,0,-900,-306,155,27.12,0
"25/1/2023, 5:51:18",204,-832,101824,-1789,-371,292,81.21,0
"25/1/2023, 5:51:19",1416,0,0,-607,-804,94,54.09,0
"25/1/2023, 5:51:20",10568,-432,37260,-455,-1169,27,27.07,1
"25/1/2023, 5:51:21",10364,-140,16812,-465,-513,76,27.12,1
"25/1/2023, 5:51:22",0,0,0,-459,0,0,0,1
"25/1/2023, 5:51:23",10372,-244,33352,-456,-335,80,27.17,1
"25/1/2023, 5:51:24",10616,-456,16616,-467,-265,54,54.33,1
"25/1/2023, 5:51:25",21220,-148,16432,-438,-299,81,27.17,1
"25/1/2023, 5:51:26",0,0,16396,-472,259,69,0,1
"25/1/2023, 5:51:27",10896,-228,0,0,0,0,27.12,1
"25/1/2023, 5:51:28",732,-384,40800,-1012,-438,612,27.21,0
"25/1/2023, 5:51:29",0,-224,0,-462,-87,66,54.24,0
"25/1/2023, 5:51:30",956,-196,40012,-444,0,58,27.12,0
"25/1/2023, 5:51:31",120,-292,20772,-430,-287,90,0,0
"25/1/2023, 5:51:32",444,-172,20116,-480,0,56,54.14,0
"25/1/2023, 5:51:33",0,0,0,0,-81,0,0,0
"25/1/2023, 5:51:34",644,-212,20256,-1692,-4102,366,54.29,0
"25/1/2023, 5:51:35",10676,-168,37288,-397,-1618,143,27.21,1
"25/1/2023, 5:51:36",10648,-288,16484,0,0,31,0,1
"25/1/2023, 5:51:37",10744,0,0,-468,-141,83,54.38,1
"25/1/2023, 5:51:38",0,-372,16472,-944,-37,44,27.21,1
"25/1/2023, 5:51:39",21168,-188,33052,-458,-75,73,27.17,1
"25/1/2023, 5:51:40",0,-164,0,0,0,61,0,1
"25/1/2023, 5:51:41",10704,0,16580,-482,-134,0,27.21,1
"25/1/2023, 5:51:42",10524,-304,16592,-1288,-25,68,27.26,1
"25/1/2023, 5:51:43",7756,-164,18140,0,7277,-376,27.26,1
"25/1/2023, 5:51:44",1436,-364,40236,-947,120,145,54.38,0
"25/1/2023, 5:51:46",572,-160,19972,-502,22,49,27.31,0
"25/1/2023, 5:51:47",104,-124,40336,-493,-158,44,54.38,0
"25/1/2023, 5:51:48",1028,-320,20080,-944,43,100,27.31,0
"25/1/2023, 5:51:50",672,-264,20116,-474,-109,90,27.35,0
"25/1/2023, 5:51:51",8180,-156,18052,-431,-5854,-63,27.17,1
"25/1/2023, 5:51:52",9984,-112,16944,-502,-167,76,27.26,1
"25/1/2023, 5:51:53",10244,-100,16848,-469,-27,52,27.26,1
"25/1/2023, 5:51:54",10272,-88,16772,-450,-157,50,27.26,1
"25/1/2023, 5:51:55",10228,-280,16868,-456,-235,76,27.21,1
"25/1/2023, 5:51:56",10412,-160,16688,-471,-85,24,27.31,1
"25/1/2023, 5:51:57",10332,-228,17016,-449,-141,35,27.26,1
"25/1/2023, 5:51:58",10296,-236,16840,-475,-116,73,27.35,1
"25/1/2023, 5:51:59",1480,1924,17236,-444,263,95,27.31,0
"25/1/2023, 5:52:00",1148,108,18984,-502,438,57,27.35,0
"25/1/2023, 5:52:01",432,-176,19960,-444,-36,31,27.26,0
"25/1/2023, 5:52:02",484,-168,20084,-472,-66,87,27.35,0
"25/1/2023, 5:52:03",464,-80,19904,-444,-75,62,27.31,0
"25/1/2023, 5:52:04",240,-256,20260,-479,-208,67,27.31,0
"25/1/2023, 5:52:05",380,-112,20004,-421,69,105,27.31,0
"25/1/2023, 5:52:06",428,-116,20172,-475,-45,79,27.26,0
"25/1/2023, 5:52:07",504,24,19880,-533,-78,562,27.31,0
"25/1/2023, 5:52:08",356,-128,20104,-443,-91,47,27.26,0
"25/1/2023, 5:52:09",9000,-220,17616,-470,-4076,2,27.26,1
"25/1/2023, 5:52:10",10088,-200,17024,-476,49,62,27.4,1
"25/1/2023, 5:52:11",10204,-164,16704,-473,-338,60,27.31,1
"25/1/2023, 5:52:12",10132,-192,17028,-446,-256,56,27.35,1
"25/1/2023, 5:52:13",10384,-224,16656,-485,-67,51,27.31,1
"25/1/2023, 5:52:17",0,0,0,0,-284,91,0,1
"25/1/2023, 5:52:18",24680,-1672,94392,-2189,23,841,137.05,1
"25/1/2023, 5:52:19",240,-148,20220,-461,-30,38,27.4,0
"25/1/2023, 5:52:20",368,-128,20164,-459,-26,78,27.4,0
"25/1/2023, 5:52:21",88,-124,20096,-481,-70,85,27.4,0
"25/1/2023, 5:52:22",272,-184,20304,-450,-121,69,27.4,0
"25/1/2023, 5:52:23",336,-96,20216,-470,-86,50,27.54,0
"25/1/2023, 5:52:24",220,-260,20200,-451,-132,62,27.4,0
"25/1/2023, 5:52:25",7756,-360,18220,-421,-5972,-2,27.45,1
"25/1/2023, 5:52:26",8992,-284,17684,-486,-180,63,27.49,1
"25/1/2023, 5:52:27",9180,-196,17436,-457,-41,63,27.45,1
"25/1/2023, 5:52:28",9672,-200,17252,-454,-717,42,27.4,1
"25/1/2023, 5:52:29",10100,-212,17044,-483,5,72,27.4,1
"25/1/2023, 5:52:30",10008,-156,17172,-457,-107,43,27.4,1
"25/1/2023, 5:52:31",9936,-216,17036,-469,-98,76,27.49,1
"25/1/2023, 5:52:32",10088,-112,16884,-474,-11,77,27.45,1
"25/1/2023, 5:52:33",3212,-204,19680,-465,7472,198,27.45,1
"25/1/2023, 5:52:34",476,-204,20072,-459,-27,71,27.4,0
"25/1/2023, 5:52:35",188,-68,20184,-441,-205,58,27.49,0
"25/1/2023, 5:52:36",-312,-156,20852,-432,-179,69,27.45,0
"25/1/2023, 5:52:37",352,-72,20140,-452,-40,51,27.49,0
"25/1/2023, 5:52:38",336,-144,20160,-461,-17,59,27.45,0
"25/1/2023, 5:52:39",268,-192,20144,-444,-97,90,27.45,0
"25/1/2023, 5:52:40",452,-216,20220,-479,-63,80,27.59,0
"25/1/2023, 5:52:41",392,-116,19868,-441,-58,56,27.4,0
"25/1/2023, 5:52:42",224,-188,20320,-462,-101,59,27.45,0
"25/1/2023, 5:52:43",356,-124,20076,-460,-68,82,27.49,0
"25/1/2023, 5:52:44",408,-124,20088,-455,-44,81,27.49,0
"25/1/2023, 5:52:45",296,-32,20108,-452,-125,63,27.49,0
"25/1/2023, 5:52:46",692,-168,19988,-377,-3729,-776,27.54,0
"25/1/2023, 5:52:47",10580,-216,16604,-462,-900,29,27.45,1
"25/1/2023, 5:52:48",10336,-120,16856,-476,-139,37,27.59,1
"25/1/2023, 5:52:49",10292,-196,16804,-497,-124,50,27.49,1
"25/1/2023, 5:52:50",10256,-368,16756,-456,-13,74,27.64,1
"25/1/2023, 5:52:51",10508,-68,16648,-456,-145,65,27.54,1
"25/1/2023, 5:52:52",10456,-172,16812,-455,-144,33,27.54,1
"25/1/2023, 5:52:53",10328,-296,16652,-472,-263,61,27.64,1
"25/1/2023, 5:52:54",10136,-284,16844,-464,102,65,27.54,1
"25/1/2023, 5:52:55",6316,-272,18956,-503,7511,212,27.45,1
"25/1/2023, 5:52:56",416,-112,20276,-450,-47,86,27.59,0
"25/1/2023, 5:52:57",360,-204,20116,-476,-38,52,27.49,0
"25/1/2023, 5:52:58",676,-136,19784,-458,-95,42,27.59,0
"25/1/2023, 5:52:59",640,-244,20232,-480,-39,74,27.59,0
"25/1/2023, 5:53:00",336,-152,20180,-468,-87,59,27.54,0
"25/1/2023, 5:53:01",448,-224,20168,-477,-68,34,27.59,0
"25/1/2023, 5:53:02",292,-104,20252,-443,-27,80,27.59,0
"25/1/2023, 5:53:03",432,-132,20020,-335,-3568,-145,27.64,0
"25/1/2023, 5:53:04",9040,-204,17708,-449,-913,42,27.54,1
"25/1/2023, 5:53:05",9820,-172,17112,-470,-472,41,27.68,1
"25/1/2023, 5:53:06",9924,-176,16952,-465,-233,65,27.59,1
"25/1/2023, 5:53:07",10044,0,17008,-455,-235,31,27.49,1
